Year,County,Activity,Reported human cases,Neuroinvasive disease cases,Identified by Blood Donor Screening,State,FIPS,Latitude,Longitude,WNV_Corvid_Count,WNV_NonCorvid_Count,Total_Bird_WNV_Count,Mos_WNV_Count,Horse_WNV_Count,Date,avg_u10,avg_v10,avg_t2m,avg_lai_hv,avg_lai_lv,avg_src,avg_sf,avg_ssr,avg_sro,avg_e,avg_tp,avg_swvl1,max_u10,min_u10,max_v10,min_v10,max_t2m,min_t2m,max_lai_hv,min_lai_hv,max_lai_lv,min_lai_lv,max_src,min_src,max_sf,min_sf,max_ssr,min_ssr,max_sro,min_sro,max_e,min_e,max_tp,min_tp,max_swvl1,min_swvl1,Evergreen/Deciduous Needleleaf Trees,Evergreen Broadleaf Trees,Deciduous Broadleaf Trees,Mixed Trees,Shrub,Herbaceous,Culture/Managed,Wetland,Urban/Built,Snow/Ice,Barren,Water,Population,PD
2019,luna,Non-human activity,,,,new mexico,35029.0,32.26,-107.75,0.0,0.0,0.0,0.0,1.0,2019-01-01,1.54409843830213,0.345303802784175,290.9324890972816,0.0,0.5162877660908108,5.104762565006487e-06,5.3391511207573984e-06,5791088.192465751,3.936438987108124e-06,-0.0002796399293862,0.000492156612725,0.1039936433814159,5.3671904,-0.22107911,2.5242698,-1.2787316,307.34674,274.47885,0.0,0.0,0.5234313,0.5086894,2.4257839e-05,1.5296973e-07,8.0186874e-05,-9.313226e-10,23062822.0,914.0,2.0848587e-05,-9.313226e-10,-1.3965182e-05,-0.0014187403,0.0023870459,1.2377277e-05,0.36669368,0.038447887,0,0,0,0,70,0,0,0,30,0,0,0,"23,709",1.390252747
2023,fulton,Non-human activity,0.0,0.0,0.0,pennsylvania,42057.0,39.93,-77.99,,,,,,2023-01-01,0.6569651464769939,-0.1816178597732931,286.35465644790725,2.7140668794780423,2.9334898972939576,6.965392904947259e-05,4.0149186531494486e-05,5517793.888847302,8.806284422244495e-05,-0.0009712822355217,0.0013377565199029,0.322862660869242,1.6302731,-0.3787669,0.56572545,-1.0052679,302.5659,273.94467,3.9565525,1.4181364,2.9702153,2.8961325,0.00017689222,1.5436788e-05,0.00044620503,-9.313226e-10,19456714.0,1.0,0.0003572395,5.075708e-07,-1.4469959e-05,-0.0041255695,0.00402941,5.396828e-05,0.4027853,0.24902771,0,0,0,9,0,9,51,0,31,0,0,0,,
2022,knox,Non-human activity,,,,illinois,17095.0,40.95,-90.37,,,,,,2022-01-01,0.7235565993883835,0.4991153876667151,283.7517902322011,2.01302034887549,1.9998482028098952,4.455511861286212e-05,0.0001245447919283,4705886.778082188,7.308360112652383e-05,-0.0008952791362439,0.0014445709696116,0.3165554046937046,2.0251358,-0.5140749,1.6232009,-0.5778725,300.57358,263.80734,2.5462496,1.7902727,3.0955524,1.5403743,0.00012891195,8.285657e-06,0.0007407656,-9.313226e-10,21090746.0,1.0,0.0005008988,1.0160729e-06,-3.529177e-05,-0.0052722804,0.0048092473,0.00013517216,0.38744694,0.194743,0,3,0,8,0,0,0,0,89,0,0,0,,
2018,williamson,Non-human activity,,,,texas,48491.0,30.64,-97.68,0.0,0.0,0.0,11.0,0.0,2018-01-01,-0.3648122199185906,1.194673082926501,293.19700037289954,3.212842366466784,1.3832634615571526,4.666519013619406e-05,9.671172560894314e-07,4978773.001027394,0.0001608772544598,-0.0008351228286014,0.00168371854401,0.3801592718860873,0.9611933,-2.0194402,4.0002317,-0.9587419,307.5147,277.58322,3.2266564,3.2004836,1.7810345,1.0224792,0.00018715368,1.1982338e-06,2.3279339e-05,-9.313226e-10,20464908.0,1.0,0.0010254458,2.5331974e-07,-4.8668124e-05,-0.0030623975,0.008973335,4.9512833e-05,0.46567944,0.28796273,0,0,0,2,0,17,3,0,78,0,0,0,"566,463",2.094789514
2006,bronx,Human infections and non-human activity,1.0,1.0,0.0,new york,36005.0,40.82,-73.93,0.0,4.0,4.0,9.0,0.0,2006-01-01,0.8604788023315063,-0.0725988308044329,285.4634057240943,2.41322166037886,1.487282513265739,6.190840169238818e-05,7.351193423957033e-05,5452853.436643833,4.613773246640209e-05,-0.0011194736991804,0.002108014507015,0.2468708580385331,2.9447665,-0.5390271,1.3576565,-1.1483104,301.93204,270.65887,2.5880897,2.2717092,2.1705444,0.9376354,0.00017189534,1.3588462e-05,0.000791206,-9.313226e-10,19267136.0,1.0,0.00017874688,2.5331974e-07,-5.1192008e-05,-0.0048690955,0.007515162,3.465824e-05,0.29734248,0.1296512,0,0,0,0,0,0,0,0,83,0,0,17,1348164,0.809939588
2014,lea,Human infections,3.0,3.0,0.0,new mexico,35025.0,32.94,-103.35,,,,,,2014-01-01,0.2132381197524397,1.5724528273899252,289.76705322265616,0.0,0.9454175557175716,1.488554820478957e-05,2.473622483954036e-05,5673213.201712326,2.3769573882630415e-05,-0.0003583564075373,0.0006779852431675,0.1805634724256926,3.002131,-2.7214465,5.4549093,-0.37469274,304.8236,273.7375,0.0,0.0,1.1848269,0.74387574,0.00010016712,1.2747478e-08,0.00027160253,-9.313226e-10,21960524.0,1.0,0.00023392215,-9.313226e-10,-2.0022504e-05,-0.0019479915,0.0063520893,4.9360096e-07,0.30652964,0.13918954,0,0,0,0,94,0,6,0,0,0,0,0,"70,165",0.626443452
2013,buffalo,Human infections and non-human activity,13.0,6.0,0.0,nebraska,31019.0,40.72,-99.16,0.0,0.0,0.0,0.0,0.0,2013-01-01,0.1789648403043615,0.4504958515706126,283.590229044875,0.0,1.2282098227984275,2.3954727388727015e-05,0.0001554325337789,4745221.761301368,8.917078312027126e-05,-0.000710163026895,0.0013067568767152,0.2747574062380072,1.814971,-1.6521021,2.6259835,-1.043627,301.55463,267.00916,0.0,0.0,2.2583115,0.75221086,0.0001289502,7.6484866e-08,0.0010236856,-9.313226e-10,21006692.0,1.0,0.0005901456,-9.313226e-10,1.8088613e-06,-0.0045478093,0.004038322,1.5348196e-05,0.34426385,0.16905066,0,0,0,0,0,44,56,0,0,0,0,0,"47,999",0.534464173
2002,hancock,Human infections and non-human activity,1.0,0.0,0.0,illinois,17067.0,40.41,-91.13,1.0,0.0,1.0,0.0,12.0,2002-01-01,0.4593648158932383,0.459518155047338,284.9876018576425,2.441458529642183,2.0257363711317904,5.7093411814006775e-05,0.0001044830179786,4696076.157534244,8.24793139855339e-05,-0.0009016165882986,0.0014751940551022,0.3104245287200359,1.9122076,-0.7733723,1.1911035,-0.24179679,302.68347,270.46402,2.9942327,2.1953096,2.7936854,1.6798315,0.00013719758,5.748967e-06,0.0010582823,-9.313226e-10,19406464.0,1.0,0.00045919977,5.075708e-07,-1.8508174e-05,-0.004654821,0.0047201235,5.842559e-05,0.37982306,0.22163615,0,0,0,2,0,29,69,0,0,0,0,0,,
2006,dodge,Human infections and non-human activity,7.0,1.0,0.0,nebraska,31053.0,41.44,-96.49,3.0,0.0,3.0,0.0,0.0,2006-01-01,0.2897948713743523,0.2038257835254276,285.4462620983384,0.9996502791365532,1.259692651278352,2.648966448311374e-05,8.698916317869532e-05,4843438.841438354,2.9786606638194748e-05,-0.000760967945377,0.0011220470587531,0.2664941623500765,1.7444875,-1.2801338,1.7179852,-1.216367,304.45627,267.92297,1.0251721,0.98849297,2.4162428,0.7536415,0.00010261458,1.7846469e-07,0.0012936722,-9.313226e-10,21810232.0,1.0,0.00033028796,-9.313226e-10,-3.4913188e-05,-0.0036438925,0.0046428824,4.8028305e-05,0.3399025,0.15810762,0,10,0,7,0,8,0,0,75,0,0,0,36597,0.434717956
2007,pondera,Human infections,3.0,0.0,0.0,montana,30073.0,48.2,-111.85,,,,,,2007-01-01,1.71733264678145,0.1156242969917924,281.65753129932966,0.0,0.9078269968294116,1.2024614121924369e-05,0.0001400948916753,4458240.070547943,2.4766616574297206e-06,-0.000367987296729,0.0005160960796199,0.2421605948511867,3.5942965,-0.50378525,1.823906,-1.549968,305.0599,266.33945,0.0,0.0,1.3221692,0.67843914,3.5679288e-05,1.5296973e-07,0.0009910287,-9.313226e-10,21375342.0,1.0,1.3221055e-05,-9.313226e-10,-2.7593924e-05,-0.0021733714,0.0019310266,1.6339123e-05,0.31662306,0.14992866,0,0,0,6,0,45,50,0,0,0,0,0,6169,-0.965236229
2005,monona,Human infections,1.0,0.0,0.0,iowa,19133.0,42.02,-96.08,0.0,0.0,0.0,0.0,0.0,2005-01-01,0.101574350954735,0.6797238091083417,284.334933952436,0.0,1.2033243646360428,2.609636115902166e-05,0.0001113304472847,4760329.584589039,0.000124164118929,-0.0008531239426739,0.0015019290914682,0.2960180046215447,1.7877038,-1.4535133,2.9845798,-1.0659001,302.95898,263.6461,0.0,0.0,2.4457889,0.6566061,9.2926726e-05,8.9232344e-08,0.0007268619,-9.313226e-10,21624764.0,1.0,0.0011469838,-9.313226e-10,-1.270324e-05,-0.0050209053,0.0061614625,2.2776425e-05,0.3684382,0.19962546,0,0,0,9,22,0,69,0,0,0,0,0,9566,-0.305289987
2016,grenada,Human infections,1.0,1.0,0.0,mississippi,28043.0,33.77,-89.81,,,,,,2016-01-01,-0.0003142824671307,0.2750847743508595,292.0292610627056,3.697203219262631,2.808233148413279,7.279419284212134e-05,1.3940728427282464e-06,5456569.619877051,0.0001487233507436,-0.0011746680818541,0.0018329699905436,0.3617339752858781,1.2796558,-0.7178085,1.2806907,-0.566736,305.81918,275.81042,4.5761347,2.7262354,2.968038,2.6337638,0.00017529883,1.6329112e-05,3.2979995e-05,-9.313226e-10,19683296.0,1.0,0.00092984224,5.075708e-07,-9.763078e-05,-0.004385021,0.0065674726,7.624924e-05,0.43897888,0.26539695,3,0,0,11,0,11,0,0,74,0,0,0,"21,219",-0.60697839
2023,sangamon,Human infections and non-human activity,1.0,1.0,0.0,illinois,17167.0,39.8,-89.65,,,,,,2023-01-01,0.430484294846743,0.3905571494809167,287.4736492134138,3.53475178144649,1.689205808553866,5.045546945738658e-05,5.163541091550245e-05,5405083.699101793,8.854288036215623e-05,-0.0011360771752075,0.0015983702824032,0.3129880206358289,1.9068055,-0.9858521,1.5991955,-0.58108974,301.3575,272.911,3.9282598,3.360563,2.7256985,1.2289903,0.00016378815,3.7221762e-06,0.00046140142,-9.313226e-10,21493200.0,1.0,0.00047496427,5.075708e-07,-5.182298e-05,-0.00490077,0.0048295483,9.8532066e-05,0.38804734,0.19317971,0,0,0,0,0,0,0,0,100,0,0,0,,
2002,jefferson,Non-human activity,,,,oklahoma,40067.0,34.18,-98.02,0.0,0.0,0.0,0.0,2.0,2002-01-01,-0.6578830042930497,0.948746968295476,290.1949475641118,2.426961363831611,1.5663685465512196,3.3383811616708745e-05,1.575341639555479e-05,5116241.217808218,8.188254863329945e-05,-0.0009307933436253,0.001525378048624,0.2533885576851563,0.9902614,-2.0184112,2.7616017,-0.6964147,305.32755,275.54947,2.4665325,2.3858938,1.8918165,1.2457228,8.306044e-05,2.0905281e-06,0.00018753484,-9.313226e-10,19970176.0,1.0,0.0004874235,1.0160729e-06,-4.677521e-05,-0.0042346,0.0045091957,0.00012724847,0.32477936,0.15739395,0,0,0,0,0,74,26,0,0,0,0,0,,
2007,white pine,Non-human activity,,,,nevada,32033.0,39.42,-115.0,0.0,0.0,0.0,0.0,0.0,2007-01-01,0.5216023149963925,0.7331672864825755,280.93091842442334,0.0,2.185629817884261,4.671681594591561e-05,0.0002834116440419,5567506.496575338,3.2828151159090523e-06,-0.0003367041039108,0.000501911134829,0.24081846550107,2.5946639,-0.45413804,2.6621153,-0.5484226,302.97913,258.79358,0.0,0.0,2.2589335,2.1296153,0.00022766413,6.883347e-07,0.0017450517,-9.313226e-10,26403976.0,2285.0,3.0256808e-05,-9.313226e-10,1.8087681e-05,-0.0023357812,0.0019845013,1.2377277e-05,0.45100942,0.1326645,26,0,0,51,22,1,0,0,0,0,0,0,9626,0.529573789
2012,boone,Non-human activity,,,,west virginia,54005.0,38.05,-81.8,0.0,0.0,0.0,0.0,0.0,2012-01-01,0.4623716167006337,0.6312896049494955,286.75593070775454,3.037701455947481,2.384185791015625e-07,9.922161853999151e-05,0.0001480155764402,5181701.37124317,0.0001481306087734,-0.0011463542468845,0.0021223247991467,0.3511346636614839,1.7776713,-0.35844505,1.3148427,-0.5345638,302.2389,274.34,4.975734,1.3346407,2.3841858e-07,2.3841858e-07,0.00024053875,2.379893e-05,0.0014462871,-9.313226e-10,20412832.0,1.0,0.00048818626,1.0160729e-06,-6.8858964e-05,-0.005078449,0.0058183335,0.000109424815,0.3948782,0.28172088,11,0,89,0,0,0,0,0,0,0,0,0,"24,358",-1.384985281
2017,imperial,Human infections,3.0,2.0,0.0,california,6025.0,32.77,-115.6,0.0,0.0,0.0,0.0,0.0,2017-01-01,1.0523508715302972,0.1750762559371451,298.30194888180245,3.0708915984793883,1.555936984493307,5.293255715713871e-06,-9.313225746154783e-10,5967275.909931506,3.715638989863333e-07,-0.000106486296345,0.0001114212818545,0.1331742333324804,2.6088119,-0.78777766,2.0498538,-1.1844423,315.26218,282.214,3.1160662,3.0381923,1.7708955,1.4044003,3.7973776e-05,0.0,-9.313226e-10,-9.313226e-10,23806518.0,54362.0,3.3043325e-06,-9.313226e-10,-1.5983824e-06,-0.00069477386,0.00088332035,0.0,0.19434652,0.11601204,0,0,0,0,0,0,100,0,0,0,0,0,"181,649",1.482746249
2009,red willow,Non-human activity,,,,nebraska,31145.0,40.2,-100.62,0.0,0.0,0.0,0.0,0.0,2009-01-01,-0.1619676370735037,-0.0145856425778506,283.76751809316124,0.0,1.0439343494911717,2.831295240281327e-05,0.0001855001823134,4735720.583904107,2.5002600318969108e-05,-0.0006663489928915,0.0011901325609994,0.2816698063624231,2.1900263,-1.839887,1.69101,-2.1768308,301.27576,264.84326,0.0,0.0,1.4321426,0.7499715,9.259532e-05,2.93192e-07,0.0014019907,-9.313226e-10,19732632.0,1.0,0.00018027239,-9.313226e-10,-2.1789223e-05,-0.0037348773,0.0050538443,2.4756417e-05,0.34916896,0.20207235,0,0,0,6,23,24,7,0,40,0,0,0,11018,-1.084523886
2008,elkhart,Non-human activity,,,,indiana,18039.0,41.57,-85.83,0.0,0.0,0.0,0.0,0.0,2008-01-01,0.9349708960600244,0.6202027759428234,282.5016193911027,2.065395863655485,1.8130697653593264,6.67352737838853e-05,0.0003631828992775,4512401.80532787,0.00013979481752,-0.0009174101115738,0.0020571093156404,0.3425529362338652,3.1564746,-0.59176123,2.3126757,-1.2037456,299.4593,266.1558,2.3310595,1.9023376,2.5315034,1.3779023,0.00011932608,1.4480756e-05,0.0019484302,-9.313226e-10,18879300.0,1.0,0.00045106374,2.5415793e-06,-1.0684133e-05,-0.0046670614,0.004958283,0.00035005994,0.39471963,0.22714165,0,0,4,6,0,11,34,0,46,0,0,0,197762,1.270115392
2003,huron,Human infections,1.0,0.0,0.0,michigan,26063.0,43.8,-82.99,0.0,0.0,0.0,0.0,0.0,2003-01-01,0.9124653085862118,0.1142602865826592,280.3522737685947,1.6741471329780464,2.5887901129787907,5.59098526998104e-05,0.0001754330700799,4535527.80136986,5.387360268361763e-05,-0.0007631264693958,0.0014385717410645,0.3492090817387788,2.9064379,-1.5525504,1.6835856,-1.2129023,297.64395,260.84747,2.2071981,1.3537176,2.8734288,2.4173625,0.00013097699,2.4729525e-06,0.0007368857,-9.313226e-10,19018628.0,1.0,0.00022146292,-9.313226e-10,-3.0244002e-05,-0.0041336454,0.0041012047,0.00017874315,0.39252195,0.24877849,0,0,0,0,0,36,64,0,0,0,0,0,35313,0.247519591
2013,butte,Human infections and non-human activity,24.0,11.0,2.0,california,6007.0,39.5,-121.67,41.0,1.0,42.0,0.0,0.0,2013-01-01,-0.4113096511935532,0.059070887263507,291.412181070406,2.262066622302956,2.0158121432343568,1.7104748606981625e-05,8.339677899055283e-06,6028662.932534243,2.8378585327978e-06,-0.0007617159569572,0.0003957273948886,0.1946998495047222,1.389497,-2.4716668,2.655681,-1.1799877,310.7949,275.16647,2.4449673,2.116422,2.359017,1.7598858,6.541837e-05,0.0,0.00010605436,-9.313226e-10,24505448.0,72634.0,1.6272068e-05,-9.313226e-10,-6.1034923e-05,-0.0035217383,0.001772088,4.9360096e-07,0.3427119,0.12590156,33,0,0,23,16,0,20,0,0,0,0,9,"221,641",2.10985252
2012,sheboygan,Non-human activity,,,,wisconsin,55117.0,43.7,-87.74,1.0,0.0,1.0,0.0,0.0,2012-01-01,0.847545344362168,0.3207262982843352,283.6978835434211,0.0934596732665932,0.1495764815742201,2.959533928527086e-06,0.0001936407455706,5402966.083333334,3.383236636962397e-06,-0.00160801089857,0.0012360719621659,0.1915071948222775,3.2465086,-1.1345364,2.1847293,-1.2302258,300.59824,270.3106,0.12892985,0.069303274,0.1688168,0.13672054,9.471143e-06,8.9232344e-08,0.0015067514,-9.313226e-10,24816082.0,1.0,9.66154e-06,-9.313226e-10,-4.6649016e-05,-0.0051385164,0.003824424,0.0001331903,0.19462973,0.1857031,9,0,0,0,0,25,66,0,0,0,0,0,"114,767",0.704622076
2020,mclean,Human infections,2.0,1.0,0.0,north dakota,38055.0,47.29,-101.02,,,,,,2020-01-01,0.9411943845165888,0.23697309501347,280.5055550955685,0.0,1.094548380765759,2.629347954262201e-05,0.0001249844081129,4627755.892076504,1.6788892254559075e-05,-0.0006646209174087,0.0005351814137303,0.2557510211656654,2.4557545,-1.0612231,1.7820821,-1.646732,300.47726,261.44998,0.0,0.0,1.9973114,0.66798913,0.0001418248,7.1382965e-07,0.00053156633,-9.313226e-10,21740796.0,1.0,0.00013908185,-9.313226e-10,-1.7751008e-05,-0.0042405305,0.0022117682,3.6640093e-05,0.37682107,0.16496117,0,0,0,19,5,28,48,0,0,0,0,0,"9,749",-0.148171588
2001,cumberland,Non-human activity,,,,new jersey,34011.0,39.42,-75.22,4.0,2.0,6.0,0.0,1.0,2001-01-01,0.9623391101213348,0.203371180655205,286.3645710357246,1.7744954791787542,2.9707755526451183,5.0018948230937056e-05,5.390372395209248e-05,5585385.212328766,0.0001067331290408,-0.0009345658030998,0.0014581980438877,0.3407243634127589,2.349772,-0.2951641,2.0152068,-1.3252575,300.9902,271.6164,2.8865914,0.99374604,3.0120773,2.9450855,0.00012052432,4.4616172e-07,0.00079314597,-9.313226e-10,19806636.0,1.0,0.00048818626,3.3043325e-06,-5.068723e-05,-0.0041042427,0.0041031847,0.00035352632,0.400531,0.2578637,12,0,0,0,0,12,35,0,40,0,0,0,,
2011,price,Non-human activity,,,,wisconsin,55099.0,45.69,-90.39,1.0,0.0,1.0,0.0,0.0,2011-01-01,0.3424755652065145,0.260087988678723,278.9324404572786,2.08774302103748,2.384185791015625e-07,0.0001102322609979,0.0002989873806754,4163020.2678082166,2.0825489717599454e-05,-0.0007270143293992,0.0013089296867279,0.2324141722325591,1.6058354,-0.9668163,1.1064658,-0.5184777,299.0606,256.97375,4.5136514,0.76261234,2.3841858e-07,2.3841858e-07,0.0002047065,9.5603755e-06,0.0014918782,-9.313226e-10,18327464.0,1.0,0.00012484286,2.5331974e-07,-1.6110484e-05,-0.004363947,0.0036308262,0.000101996586,0.28575373,0.18631482,28,0,1,18,0,0,13,0,23,0,0,17,"13,984",-0.119086846
2018,plumas,Non-human activity,,,,california,6063.0,39.96,-121.0,0.0,0.0,0.0,0.0,0.0,2018-01-01,-0.0635020224607153,0.3427712169820314,284.2203234737866,2.7042251613042096,0.8894797419848506,0.0001071622203784,0.0007720529969322,6030420.707534243,0.0001532530415267,-0.0004228462916416,0.0016543469066438,0.3764409581684085,2.0994778,-0.98045003,1.356914,-0.33583862,305.09573,269.08206,3.4003754,2.0595603,0.8928499,0.88625646,0.00038567782,0.0,0.0065204212,-9.313226e-10,27585758.0,40200.0,0.001531431,-9.313226e-10,-1.4469959e-05,-0.0024947836,0.010820685,0.0,0.48809794,0.25208634,100,0,0,0,0,0,0,0,0,0,0,0,"18,741",1.86370814
2002,boone,Human infections and non-human activity,1.0,0.0,0.0,iowa,19015.0,42.05,-93.87,2.0,0.0,2.0,0.0,17.0,2002-01-01,0.5745474786382831,0.4170817039192537,282.94384412373574,0.0,1.2574610540311637,3.3152371199246576e-05,0.0001119031653777,4661655.9702054765,0.0001225450509929,-0.0008797252334635,0.0016568591333415,0.3358437415467548,2.3742096,-0.92951655,2.5163505,-1.4220216,300.92075,268.39783,0.0,0.0,2.737206,0.65623295,0.00013792419,8.9232344e-08,0.0005079629,-9.313226e-10,19602896.0,1.0,0.00094230147,2.5331974e-07,8.244766e-06,-0.0050068977,0.0067259166,2.4756417e-05,0.37266365,0.2694298,0,0,0,10,0,19,70,0,0,0,0,0,,
2003,lincoln,Non-human activity,,,,new mexico,35027.0,33.64,-105.88,0.0,0.0,0.0,0.0,17.0,2003-01-01,0.7555466017086211,1.3331177883768734,287.7031116015289,2.556642821063733,0.5416955680063325,3.3883508478214773e-06,1.4307798996363589e-05,6093636.031164381,8.128462231730758e-07,-0.0002089625460491,0.0002100669192022,0.0449193428640496,3.867999,-1.4776939,3.004378,0.034884095,304.05087,272.5717,2.557032,2.556295,0.56081486,0.5225605,1.5500525e-05,2.5494955e-08,0.00019626506,-9.313226e-10,23234128.0,1.0,4.0670857e-06,-9.313226e-10,-1.8508174e-05,-0.0010707013,0.0010422589,4.9360096e-07,0.099574834,0.02428767,0,0,0,0,86,0,0,0,14,0,0,0,19930,1.68191886
2012,hanson,Human infections and non-human activity,3.0,2.0,2.0,south dakota,46061.0,43.65,-97.77,0.0,0.0,0.0,0.0,1.0,2012-01-01,-0.047676211660677,0.5834764134688459,284.50656659485867,0.0,1.2342090665316976,1.9020883679291997e-05,0.0001266010734125,4779320.6349043725,3.4430104338365524e-05,-0.0006702257958978,0.0009411739514977,0.2458811070505388,1.9603114,-1.7791785,2.1859667,-0.8112447,306.00845,266.4548,0.0,0.0,2.2357323,0.6664963,7.221263e-05,9.560317e-07,0.0011468772,-9.313226e-10,21056942.0,1.0,0.0002461262,-9.313226e-10,-9.4221905e-06,-0.004518154,0.0035862634,0.0,0.34485292,0.1610756,0,0,0,7,0,14,79,0,0,0,0,0,"3,380",-0.938817085
2003,tazewell,Non-human activity,,,,virginia,51185.0,37.12,-81.51,1.0,0.0,1.0,0.0,0.0,2003-01-01,0.672414926388492,0.4090811930290638,282.86848044199473,2.837462446134384,2.384185791015625e-07,0.0001321310279109,0.0002621383852746,4716199.847602737,0.000127775807648,-0.0008930436225467,0.0021439836902722,0.3772162410494397,2.4516387,-0.259665,0.9983177,-0.337076,297.56778,267.07632,4.4143963,1.3903044,2.3841858e-07,2.3841858e-07,0.00036302613,2.887231e-05,0.0015232414,-9.313226e-10,16999958.0,1.0,0.00063159084,3.0500814e-06,-3.2515498e-05,-0.0040856926,0.0062822755,0.00017775223,0.40268335,0.34918028,0,0,18,10,0,3,69,0,0,0,0,0,44042,0.512060887
2018,meigs,Non-human activity,,,,ohio,39105.0,39.11,-82.05,0.0,0.0,0.0,0.0,0.0,2018-01-01,0.3987100402378056,0.2707515942723782,285.7221667564077,2.8923284089728565,2.384185791015625e-07,0.0001240442096724,0.0001206729548332,4642918.779452053,0.0003486566191335,-0.0010743081762634,0.0026428253306968,0.3772392171702971,1.3946418,-0.6025653,0.9305086,-0.9622066,300.95547,268.02042,4.789021,1.337129,2.3841858e-07,2.3841858e-07,0.00033110727,3.283666e-05,0.0007595187,-9.313226e-10,18178544.0,1.0,0.0016298313,3.0500814e-06,-1.6993843e-05,-0.005094223,0.007512686,0.00033520535,0.41140607,0.31384766,0,0,89,11,0,0,0,0,0,0,0,0,"23,064",-0.233083356
2003,imperial,Human infections and non-human activity,1.0,1.0,0.0,california,6025.0,32.77,-115.6,0.0,0.0,0.0,0.0,0.0,2003-01-01,0.9677131248255296,0.1532623806636627,296.85742879371105,3.0708915984793883,1.555936984493307,4.196887571134999e-06,-9.313225746154783e-10,5960090.406506844,4.478392178473409e-07,-8.864758108831834e-05,0.0001240468201265,0.1330506799563969,3.678928,-0.7052038,1.6256757,-1.2012708,315.02924,281.3371,3.1160662,3.0381923,1.7708955,1.4044003,2.9777351e-05,0.0,-9.313226e-10,-9.313226e-10,23850372.0,48880.0,5.592592e-06,-9.313226e-10,-4.2484608e-06,-0.00068808557,0.0013888534,0.0,0.18611091,0.111696005,0,0,0,0,0,0,100,0,0,0,0,0,148984,1.482746249
2023,du page,Human infections and non-human activity,16.0,15.0,8.0,illinois,17043.0,41.86603908,-88.10798055,,,,,,2023-01-01,0.4400672314320493,0.1022480785132881,284.9857725040641,1.6914219081758732,2.1345024769177683,4.945261149739003e-05,0.0001258176150536,5157189.769461074,6.647459175549224e-05,-0.0008939432097364,0.0014871821590994,0.3245145892891696,1.950279,-1.5844482,1.0599399,-1.3603995,300.03268,270.66562,2.1169748,1.2487489,2.3117433,1.9517794,0.0001211107,1.3231533e-05,0.00087786,-9.313226e-10,21009432.0,1.0,0.00036588497,2.5331974e-07,-3.4534605e-05,-0.0039029657,0.0040076235,5.2979216e-05,0.39544463,0.20236687,9,0,0,0,0,0,12,0,78,0,0,0,,
2002,rock,Non-human activity,,,,nebraska,31149.0,42.58,-99.53,1.0,0.0,1.0,0.0,6.0,2002-01-01,0.9991865433650472,0.4663129559526703,283.16280130882774,3.692140773877702,1.110340513921763,1.772761164306446e-05,0.0001705969671068,4703587.38527397,3.665799836385739e-06,-0.000544290775784,0.000669004745169,0.2613347036993666,3.125863,-1.1409675,3.373616,-1.7142936,304.82584,266.0886,3.695283,3.6903987,1.5644466,0.7742926,5.049148e-05,6.373739e-08,0.0013357066,-9.313226e-10,21176628.0,1.0,1.5763566e-05,-9.313226e-10,-1.0179356e-05,-0.0030111633,0.0025910418,1.8814579e-05,0.31829962,0.17062528,0,0,0,0,0,75,25,0,0,0,0,0,,
2003,york,Human infections and non-human activity,16.0,9.0,1.0,pennsylvania,42133.0,39.96,-76.73,25.0,1.0,26.0,0.0,41.0,2003-01-01,0.6253996544504817,0.0714721135488927,283.9164196484708,1.7635089283120131,2.927931092536612,8.966140268643202e-05,0.0003330956857447,4520685.369520546,0.0001804522557617,-0.0008023503782667,0.0021575931185371,0.39518695698209,2.2368436,-0.7144644,0.851563,-1.1260374,301.04172,265.31808,2.7081723,1.0135603,2.9834023,2.8842518,0.00018244998,1.9044237e-05,0.002890312,-9.313226e-10,18113218.0,1.0,0.000489966,4.0670857e-06,-2.9360643e-05,-0.0039422116,0.004917682,0.0002564788,0.41735336,0.32383913,0,0,0,0,0,0,0,0,100,0,0,0,395093,1.149243287
2003,thomas,Human infections,2.0,0.0,0.0,nebraska,31171.0,41.97,-100.57,0.0,0.0,0.0,0.0,0.0,2003-01-01,0.7601150867465423,0.3467198432716603,283.176829319784,0.4031939506530759,0.9614735544544368,1.940191569913509e-05,0.0001455504740652,4802828.454109588,4.762967359529782e-06,-0.000629894238297,0.0010105836026574,0.1552200051917604,2.9941568,-1.7225858,2.8474767,-1.7051369,303.06647,266.47607,0.40319395,0.40319395,1.3721797,0.73267937,0.000105712126,2.4220208e-07,0.0006728647,-9.313226e-10,21551216.0,1.0,2.5170855e-05,-9.313226e-10,-1.48485415e-05,-0.0037795496,0.003940285,5.2979216e-05,0.22669984,0.091883,0,0,0,0,0,89,11,0,0,0,0,0,689,-0.738506617
