Year,County,Activity,Reported human cases,Neuroinvasive disease cases,Identified by Blood Donor Screening,State,FIPS,Latitude,Longitude,WNV_Corvid_Count,WNV_NonCorvid_Count,Total_Bird_WNV_Count,Mos_WNV_Count,Horse_WNV_Count,Population,PD
2002,hale,Human infections and non-human activity,2.0,2.0,0.0,texas,48189.0,34.19,-101.72,2.0,0.0,2.0,1.0,13.0,,
2006,merrick,Human infections,2.0,1.0,2.0,nebraska,31121.0,41.11,-98.0,0.0,0.0,0.0,0.0,0.0,7813,-0.391582244
2017,benton,Non-human activity,,,,indiana,18007.0,40.61,-87.31,0.0,0.0,0.0,0.0,0.0,"8,631",0.33734151
2003,lawrence,Human infections and non-human activity,3.0,1.0,0.0,pennsylvania,42073.0,40.99,-80.34,6.0,0.0,6.0,0.0,0.0,93696,0.463966884
2011,vanderburgh,Human infections and non-human activity,2.0,1.0,1.0,indiana,18163.0,37.97,-87.57,0.0,0.0,0.0,0.0,0.0,"180,468",1.320369353
2018,lucas,Human infections and non-human activity,2.0,1.0,1.0,ohio,39095.0,41.66,-83.58,0.0,0.0,0.0,0.0,0.0,"429,612",1.385647363
2022,st. joseph,Non-human activity,,,,indiana,18141.0,41.67,-86.26,,,,,,,
2017,roanoke city,Non-human activity,,,,virginia,51770.0,37.27848563,-79.95808375,0.0,0.0,0.0,0.0,0.0,"98,986",0.937566066
2003,noble,Non-human activity,,,,indiana,18113.0,41.39,-85.41,1.0,0.0,1.0,0.0,0.0,46917,0.47641973
2003,montezuma,Human infections and non-human activity,5.0,0.0,0.0,colorado,8083.0,37.35,-108.57,6.0,0.0,6.0,0.0,21.0,24255,1.530719354
2014,monroe,Human infections and non-human activity,1.0,1.0,0.0,illinois,17133.0,38.33,-90.15,0.0,0.0,0.0,7.0,0.0,"33,540",1.050488377
2003,washington,Human infections and non-human activity,1.0,0.0,0.0,ohio,39167.0,39.42,-81.44,0.0,2.0,2.0,0.0,1.0,62759,0.684692297
2002,le sueur,Non-human activity,,,,minnesota,27079.0,44.38,-93.73,0.0,2.0,2.0,0.0,8.0,,
2021,du page,Human infections and non-human activity,12.0,8.0,1.0,illinois,17043.0,41.86603908,-88.10798055,1.0,0.0,1.0,0.0,0.0,"924,885",1.263947096
2012,broome,Human infections,0.0,0.0,1.0,new york,36007.0,42.1,-75.91,,,,,,"198,667",0.931372223
2004,pointe coupee,Non-human activity,,,,louisiana,22077.0,30.7093957,-91.60078884,0.0,0.0,0.0,0.0,1.0,22332,-0.187427671
2008,wood,Non-human activity,,,,wisconsin,55141.0,44.34,-89.73,2.0,0.0,2.0,0.0,0.0,74519,0.339513713
2004,wilson,Non-human activity,,,,texas,48493.0,29.13,-98.15,0.0,0.0,0.0,0.0,1.0,36721,1.307324334
2012,montgomery,Human infections and non-human activity,17.0,8.0,2.0,texas,48339.0,30.32,-95.47,0.0,0.0,0.0,199.0,5.0,"484,565",1.20655424
2009,arapahoe,Human infections and non-human activity,10.0,3.0,2.0,colorado,8005.0,39.59,-105.01,0.0,0.0,0.0,0.0,0.0,563161,1.500268679
2002,champaign,Human infections and non-human activity,2.0,2.0,0.0,illinois,17019.0,40.1,-88.2,12.0,1.0,13.0,26.0,29.0,,
2008,atascosa,Non-human activity,,,,texas,48013.0,28.91,-98.54,0.0,0.0,0.0,0.0,1.0,43947,0.949873072
2006,garland,Non-human activity,,,,arkansas,5051.0,34.5,-93.05,2.0,0.0,2.0,0.0,0.0,94077,1.074859999
2006,chippewa,Non-human activity,,,,michigan,26033.0,46.48,-84.36,5.0,0.0,5.0,0.0,0.0,39051,0.730115209
2020,harris,Human infections and non-human activity,1.0,1.0,0.0,texas,48201.0,29.76,-95.37,1.0,0.0,1.0,23.0,0.0,"4,732,491",2.218624135
2005,haskell,Human infections,0.0,0.0,1.0,kansas,20081.0,37.47,-100.84,,,,,,4250,-1.045696779
2023,dearborn,Non-human activity,0.0,0.0,0.0,indiana,18029.0,39.1,-84.86,,,,,,,
2002,rice,Human infections and non-human activity,3.0,3.0,0.0,kansas,20159.0,38.34,-98.2,1.0,0.0,1.0,0.0,17.0,,
2005,carroll,Human infections and non-human activity,1.0,0.0,0.0,indiana,18015.0,40.58,-86.67,1.0,0.0,1.0,0.0,0.0,20274,-0.247179584
2001,pontotoc,Non-human activity,,,,mississippi,28115.0,34.24,-89.0,0.0,0.0,0.0,0.0,1.0,,
2017,ventura,Human infections and non-human activity,1.0,1.0,0.0,california,6111.0,34.33,-119.31,2.0,0.0,2.0,0.0,0.0,"849,044",2.767196068
2020,prince georges,Non-human activity,,,,maryland,24033.0,38.81562153,-76.74926165,0.0,0.0,0.0,3.0,0.0,"965,601",1.276707319
2012,porter,Human infections and non-human activity,4.0,1.0,0.0,indiana,18127.0,41.47,-87.05,0.0,0.0,0.0,0.0,0.0,"165,702",1.26887743
2022,cherry,Non-human activity,,,,nebraska,31031.0,42.87,-100.55,,,,,,,
2016,fayette,Non-human activity,,,,texas,48149.0,29.9,-96.87,0.0,0.0,0.0,0.0,2.0,"25,018",0.271883
2004,west carroll,Human infections and non-human activity,3.0,2.0,1.0,louisiana,22123.0,32.78856054,-91.45673824,5.0,2.0,7.0,0.0,1.0,12009,-0.474183263
2012,randolph,Human infections,1.0,1.0,0.0,georgia,13243.0,31.77,-84.75,,,,,,"7,308",-0.768573627
2023,walworth,Human infections,1.0,1.0,0.0,south dakota,46129.0,45.5,-100.03,,,,,,,
2006,mccook,Human infections,2.0,1.0,0.0,south dakota,46087.0,43.72,-97.38,,,,,,5679,-0.479524357
2003,hocking,Non-human activity,,,,ohio,39073.0,39.53,-82.4,1.0,0.0,1.0,2.0,0.0,28823,1.017887433
2014,de kalb,Non-human activity,,,,indiana,18033.0,41.39758002,-84.99908428,0.0,0.0,0.0,0.0,0.0,"42,428",-0.120250586
2007,red lake,Human infections,1.0,0.0,0.0,minnesota,27125.0,47.88,-96.27,,,,,,4093,-0.624606907
2004,crawford,Non-human activity,,,,wisconsin,55023.0,43.04,-91.14,2.0,0.0,2.0,0.0,1.0,17007,0.135583401
2015,morgan,Non-human activity,,,,indiana,18109.0,39.42,-86.42,0.0,0.0,0.0,0.0,0.0,"69,559",0.826456136
2013,beadle,Human infections,8.0,3.0,0.0,south dakota,46005.0,44.36,-98.21,,,,,,"18,201",-0.835252812
2015,wabash,Non-human activity,,,,indiana,18169.0,40.79,-85.82,0.0,0.0,0.0,0.0,0.0,"31,860",0.424539162
2014,howard,Non-human activity,,,,indiana,18067.0,40.53,-86.17,0.0,0.0,0.0,0.0,0.0,"82,605",-0.266986615
2008,howard,Human infections and non-human activity,0.0,0.0,1.0,nebraska,31093.0,41.21,-98.45,0.0,1.0,1.0,0.0,0.0,6261,-0.553263813
2018,columbia,Human infections,1.0,1.0,0.0,georgia,13073.0,33.56,-82.17,,,,,,"154,077",0.315363349
2007,palm beach,Non-human activity,,,,florida,12099.0,26.72,-80.07,,,,,,1286586,0.964368493
2004,missoula,Non-human activity,,,,montana,30063.0,46.85,-113.99,0.0,0.0,0.0,0.0,1.0,100934,1.330579743
2013,hutchinson,Human infections,1.0,0.0,0.0,south dakota,46067.0,43.24,-97.67,,,,,,"7,190",-0.682960054
2013,gooding,Human infections and non-human activity,1.0,1.0,0.0,idaho,16047.0,43.01,-114.7,0.0,0.0,0.0,1.0,0.0,"15,169",0.134990084
2007,dundy,Human infections,1.0,0.0,0.0,nebraska,31057.0,40.05,-101.53,,,,,,2010,-0.467480283
2018,champaign,Non-human activity,,,,ohio,39021.0,40.1,-83.75,0.0,0.0,0.0,0.0,1.0,"38,785",0.650520523
2011,macon,Human infections and non-human activity,0.0,0.0,1.0,illinois,17115.0,39.85,-88.93,0.0,0.0,0.0,0.0,0.0,"110,684",0.501094165
2017,randolph,Non-human activity,,,,indiana,18135.0,40.17,-84.97,0.0,0.0,0.0,0.0,0.0,"24,907",-0.250557161
2002,culpeper,Non-human activity,,,,virginia,51047.0,38.47,-78.0,10.0,2.0,12.0,0.0,2.0,,
2003,greene,Non-human activity,,,,illinois,17061.0,39.29,-90.41,0.0,0.0,0.0,1.0,0.0,14558,-0.260217855
2002,rolette,Non-human activity,,,,north dakota,38079.0,48.85,-99.61,0.0,0.0,0.0,0.0,9.0,,
2009,crawford,Non-human activity,,,,pennsylvania,42039.0,41.64,-80.14,0.0,0.0,0.0,0.0,0.0,89044,0.884421886
2012,queen annes,Human infections,1.0,0.0,0.0,maryland,24035.0,39.04176392,-76.06532157,,,,,,"48,497",1.315153098
2003,perry,Non-human activity,,,,ohio,39127.0,39.71,-82.2,1.0,0.0,1.0,0.0,0.0,34944,0.870449273
2002,delaware,Human infections and non-human activity,3.0,3.0,0.0,indiana,18035.0,40.13,-85.38,1.0,0.0,1.0,4.0,7.0,,
2006,trinity,Non-human activity,,,,california,6105.0,40.65069356,-123.1126277,1.0,0.0,1.0,0.0,0.0,13634,0.965013574
2016,steuben,Non-human activity,,,,indiana,18151.0,41.64,-85.0,0.0,0.0,0.0,0.0,0.0,"34,329",0.337524403
2018,chase,Human infections,1.0,0.0,1.0,nebraska,31029.0,40.51,-101.63,0.0,0.0,0.0,0.0,0.0,"3,937",-0.643170986
2012,mccurtain,Human infections and non-human activity,2.0,0.0,0.0,oklahoma,40089.0,33.9,-94.81,0.0,0.0,0.0,0.0,1.0,"33,345",1.144159001
2005,bowie,Human infections,0.0,0.0,1.0,texas,48037.0,33.46,-94.41,,,,,,89239,0.564400812
2017,colbert,Human infections,2.0,1.0,0.0,alabama,1033.0,34.72,-87.7,,,,,,"54,695",1.063120908
2015,madison,Human infections and non-human activity,5.0,5.0,0.0,mississippi,28089.0,32.61,-90.03,0.0,0.0,0.0,0.0,0.0,"102,453",0.923730323
2011,montgomery,Human infections and non-human activity,9.0,4.0,0.0,maryland,24031.0,39.08,-77.15,1.0,3.0,4.0,4.0,0.0,"991,185",1.478463252
2003,lee,Non-human activity,,,,south carolina,45061.0,34.21,-80.24,1.0,0.0,1.0,0.0,1.0,20005,0.468765597
2011,middlesex,Human infections and non-human activity,1.0,1.0,0.0,new jersey,34023.0,40.48,-74.44,0.0,0.0,0.0,2.0,0.0,"815,198",0.965703899
2011,middlesex,Human infections and non-human activity,3.0,3.0,1.0,massachusetts,25017.0,42.66,-71.3,0.0,0.0,0.0,0.0,0.0,"1,524,848",1.21793174
2004,mercer,Human infections,3.0,0.0,0.0,north dakota,38057.0,47.31,-101.38,0.0,0.0,0.0,0.0,0.0,8437,-0.061322181
2003,nolan,Non-human activity,,,,texas,48353.0,32.46,-100.4,1.0,0.0,1.0,0.0,1.0,15148,0.506875583
2011,washoe,Human infections and non-human activity,1.0,0.0,2.0,nevada,32031.0,39.52,-119.81,0.0,0.0,0.0,0.0,0.0,"423,996",1.850546599
2010,fulton,Human infections and non-human activity,1.0,1.0,1.0,georgia,13121.0,33.75,-84.39,0.0,0.0,0.0,0.0,0.0,920581,1.186015055
2018,prince george,Non-human activity,,,,virginia,51149.0,37.22,-77.28,0.0,0.0,0.0,0.0,1.0,"37,993",0.323511876
2020,comanche,Human infections,1.0,1.0,0.0,oklahoma,40031.0,34.56,-98.29,,,,,,"121,129",0.956678742
2017,hamlin,Human infections,1.0,1.0,0.0,south dakota,46057.0,44.65,-97.2,,,,,,"5,998",-1.278491837
2010,nolan,Human infections,1.0,0.0,0.0,texas,48353.0,32.46,-100.4,,,,,,15216,0.506875583
2004,baca,Human infections,1.0,0.0,0.0,colorado,8009.0,37.4,-102.61,0.0,0.0,0.0,0.0,0.0,4064,0.993941152
2003,iredell,Human infections and non-human activity,2.0,1.0,0.0,north carolina,37097.0,35.87,-80.89,3.0,2.0,5.0,0.0,4.0,133099,0.693299769
2004,polk,Non-human activity,,,,tennessee,47139.0,35.17,-84.65,0.0,0.0,0.0,0.0,1.0,16285,0.843399609
2019,gwinnett,Human infections,1.0,1.0,0.0,georgia,13135.0,34.0,-84.01,,,,,,"936,250",0.954155248
2014,greeley,Human infections,2.0,1.0,1.0,nebraska,31077.0,41.54,-98.53,0.0,0.0,0.0,0.0,0.0,"2,483",-1.16660801
2021,marquette,Non-human activity,,,,michigan,26103.0,46.55,-87.39,1.0,0.0,1.0,0.0,0.0,"66,103",0.421435811
2003,brown,Human infections,1.0,1.0,0.0,wisconsin,55009.0,44.48,-88.02,0.0,0.0,0.0,0.0,0.0,233878,0.727485867
2017,door,Non-human activity,,,,wisconsin,55029.0,44.83,-87.37,1.0,0.0,1.0,0.0,0.0,"27,454",0.8635529
2004,kent,Human infections and non-human activity,2.0,1.0,2.0,michigan,26081.0,42.96,-85.65,4.0,1.0,5.0,0.0,0.0,589554,0.948573148
2022,lincoln,Human infections and non-human activity,3.0,1.0,0.0,nebraska,31111.0,41.13,-100.77,,,,,,,
2017,morgan,Non-human activity,,,,missouri,29141.0,38.43,-92.84,0.0,0.0,0.0,0.0,1.0,"20,162",-0.283708634
2012,sequoyah,Non-human activity,,,,oklahoma,40135.0,35.46,-94.8,0.0,0.0,0.0,0.0,3.0,"42,050",0.950494731
2021,haskell,Human infections,0.0,0.0,1.0,kansas,20081.0,37.47,-100.84,,,,,,"3,668",-1.045696779
2006,russell,Non-human activity,,,,alabama,1113.0,32.46,-85.01,0.0,0.0,0.0,0.0,1.0,50459,0.075453696
2004,jay,Non-human activity,,,,indiana,18075.0,40.43,-84.98,0.0,0.0,0.0,0.0,0.0,21651,-0.058303413
2018,thayer,Human infections,1.0,1.0,0.0,nebraska,31169.0,40.16,-97.58,,,,,,"5,039",-0.520087334
2005,nelson,Human infections,1.0,1.0,0.0,north dakota,38063.0,48.04,-98.34,,,,,,3384,-1.007433614
2016,stevens,Non-human activity,,,,washington,53065.0,48.67,-117.75,0.0,0.0,0.0,0.0,6.0,"44,141",1.114852606
2015,pettis,Human infections,1.0,1.0,0.0,missouri,29159.0,38.7,-93.23,,,,,,"42,300",0.222862468
2008,shenandoah,Human infections,0.0,0.0,1.0,virginia,51171.0,38.87,-78.51,,,,,,41720,0.980891683
2009,bennett,Human infections,1.0,1.0,0.0,south dakota,46007.0,43.17,-101.72,,,,,,3397,-0.655498036
2005,calhoun,Non-human activity,,,,arkansas,5013.0,33.53,-92.46,1.0,0.0,1.0,0.0,0.0,5675,-0.281365818
2006,franklin,Non-human activity,,,,tennessee,47051.0,35.18,-86.1,0.0,0.0,0.0,0.0,1.0,40877,0.702558827
2014,charlotte,Non-human activity,,,,florida,12015.0,26.89,-82.05,,,,,,"168,041",0.636343805
2013,dakota,Human infections,2.0,0.0,0.0,nebraska,31043.0,42.4,-96.47,,,,,,"20,765",0.040316182
2018,hennepin,Human infections and non-human activity,9.0,4.0,4.0,minnesota,27053.0,44.98,-93.27,1.0,0.0,1.0,0.0,0.0,"1,257,925",1.086958305
2002,scott,Non-human activity,,,,indiana,18143.0,38.68,-85.78,1.0,0.0,1.0,0.0,3.0,,
2002,thomas,Non-human activity,,,,georgia,13275.0,30.87,-83.9,0.0,0.0,0.0,0.0,1.0,,
2023,logan,Non-human activity,0.0,0.0,0.0,illinois,17107.0,40.15,-89.36,,,,,,,
2002,sioux,Non-human activity,,,,north dakota,38085.0,46.08,-100.63,0.0,0.0,0.0,0.0,3.0,,
2003,anson,Non-human activity,,,,north carolina,37007.0,34.96,-80.06,1.0,0.0,1.0,0.0,0.0,25749,0.890769691
2017,garfield,Non-human activity,,,,nebraska,31071.0,41.78,-99.13,0.0,0.0,0.0,0.0,0.0,"1,986",-0.637807221
2013,providence,Non-human activity,,,,rhode island,44007.0,41.82,-71.41,0.0,0.0,0.0,3.0,0.0,"631,584",0.750915348
2018,dyer,Non-human activity,,,,tennessee,47045.0,36.03,-89.38,0.0,0.0,0.0,0.0,0.0,"37,286",0.960043089
2002,wise,Non-human activity,,,,virginia,51195.0,36.97,-82.58,4.0,5.0,9.0,0.0,0.0,,
2015,clackamas,Human infections,0.0,0.0,3.0,oregon,41005.0,45.32,-122.52,,,,,,"399,647",1.264904433
2023,story,Non-human activity,0.0,0.0,0.0,iowa,19169.0,42.01,-93.45,,,,,,,
2004,carroll,Non-human activity,,,,georgia,13045.0,33.54,-85.0,1.0,0.0,1.0,0.0,0.0,99774,0.666488837
2017,manatee,Non-human activity,,,,florida,12081.0,27.4,-82.47,,,,,,"385,506",0.643521564
2022,merrick,Human infections,1.0,1.0,0.0,nebraska,31121.0,41.11,-98.0,,,,,,,
2002,kay,Human infections and non-human activity,1.0,0.0,0.0,oklahoma,40071.0,36.88,-97.05,2.0,0.0,2.0,0.0,1.0,,
2013,chariton,Human infections and non-human activity,1.0,0.0,0.0,missouri,29041.0,39.43,-92.93,0.0,0.0,0.0,0.0,1.0,"7,634",0.241755825
2016,dauphin,Non-human activity,,,,pennsylvania,42043.0,40.26,-76.89,0.0,0.0,0.0,0.0,0.0,"274,196",1.103116213
2006,forest,Non-human activity,,,,wisconsin,55041.0,45.56,-88.89,3.0,0.0,3.0,0.0,0.0,9737,0.208908875
2015,clay,Non-human activity,,,,indiana,18021.0,39.52,-87.12,0.0,0.0,0.0,0.0,0.0,"26,395",0.066421829
2022,pulaski,Human infections,1.0,0.0,0.0,arkansas,5119.0,34.75,-92.28,,,,,,,
2015,citrus,Non-human activity,,,,florida,12017.0,28.83,-82.27,,,,,,"140,287",0.461751554
2009,garfield,Non-human activity,,,,oklahoma,40047.0,36.4,-97.86,0.0,0.0,0.0,0.0,1.0,59989,0.00368035
2003,alleghany,Non-human activity,,,,virginia,51005.0,37.77,-79.99,2.0,0.0,2.0,0.0,0.0,16687,-0.1790379
2017,sedgwick,Human infections and non-human activity,1.0,1.0,0.0,kansas,20173.0,37.68,-97.34,0.0,0.0,0.0,0.0,0.0,"513,176",1.273786793
2005,calcasieu,Human infections and non-human activity,3.0,2.0,1.0,louisiana,22019.0,30.2292239,-93.35794516,2.0,7.0,9.0,137.0,0.0,186417,1.031817927
2022,lake,Non-human activity,,,,california,6033.0,39.04,-122.93,,,,,,,
2009,ben hill,Non-human activity,,,,georgia,13017.0,31.7,-83.25,0.0,0.0,0.0,0.0,1.0,17581,-0.75034184
2003,surry,Non-human activity,,,,virginia,51181.0,37.13,-76.83,1.0,0.0,1.0,0.0,0.0,6901,0.709678169
2012,columbia,Human infections,0.0,0.0,1.0,new york,36021.0,42.25,-73.78,,,,,,"62,449",0.870078297
2017,chippewa,Non-human activity,,,,michigan,26033.0,46.48,-84.36,0.0,3.0,3.0,0.0,0.0,"37,679",0.730115209
2002,luce,Non-human activity,,,,michigan,26095.0,46.35,-85.5,1.0,0.0,1.0,0.0,0.0,,
2001,macon,Human infections and non-human activity,1.0,1.0,0.0,georgia,13193.0,32.29,-84.06,1.0,0.0,1.0,0.0,0.0,,
2003,walworth,Non-human activity,,,,wisconsin,55127.0,42.67,-88.54,5.0,0.0,5.0,0.0,1.0,97087,0.760941482
2017,benson,Human infections,1.0,1.0,0.0,north dakota,38005.0,48.06,-99.25,0.0,0.0,0.0,0.0,0.0,"6,916",-0.697075753
2013,sevier,Human infections,1.0,1.0,0.0,tennessee,47155.0,35.78,-83.61,,,,,,"93,477",1.038283586
2008,madison,Human infections and non-human activity,6.0,1.0,0.0,mississippi,28089.0,32.61,-90.03,0.0,0.0,0.0,0.0,0.0,92274,0.923730323
2020,sutter,Human infections and non-human activity,1.0,1.0,0.0,california,6101.0,39.05,-121.61,0.0,0.0,0.0,0.0,0.0,"99,480",1.17002234
2002,franklin,Non-human activity,,,,arkansas,5047.0,35.29,-94.04,5.0,0.0,5.0,0.0,1.0,,
2012,osage,Human infections,1.0,0.0,0.0,oklahoma,40113.0,36.66,-96.33,,,,,,"47,460",0.983733573
2023,mclean,Human infections,1.0,0.0,0.0,north dakota,38055.0,47.29,-101.02,,,,,,,
2009,washington,Human infections and non-human activity,2.0,2.0,0.0,mississippi,28151.0,33.38,-91.05,0.0,0.0,0.0,1.0,1.0,51565,-0.281267497
2007,mchenry,Human infections and non-human activity,5.0,3.0,0.0,illinois,17111.0,42.31,-88.43,1.0,0.0,1.0,6.0,1.0,305117,1.151349402
2016,portage,Non-human activity,,,,ohio,39133.0,41.15,-81.24,0.0,0.0,0.0,0.0,0.0,"162,521",1.047502784
2008,sauk,Non-human activity,,,,wisconsin,55111.0,43.46,-89.74,2.0,0.0,2.0,0.0,0.0,61231,0.853970644
2003,lewis,Non-human activity,,,,missouri,29111.0,40.11,-91.71,0.0,0.0,0.0,3.0,2.0,10354,0.037665811
2018,rockwall,Non-human activity,,,,texas,48397.0,32.85,-96.44,0.0,0.0,0.0,1.0,0.0,"100,546",0.021263407
2012,san bernardino,Human infections and non-human activity,33.0,19.0,8.0,california,6071.0,34.1,-117.29,33.0,6.0,39.0,0.0,0.0,"2,073,512",3.605512019
2000,greene,Non-human activity,,,,new york,36039.0,42.21,-73.86,2.0,2.0,4.0,0.0,0.0,,
2007,logan,Human infections and non-human activity,1.0,1.0,0.0,arkansas,5083.0,35.13,-93.91,0.0,0.0,0.0,0.0,2.0,22758,0.521380091
2017,laurens,Human infections,1.0,1.0,0.0,south carolina,45059.0,34.5,-82.02,0.0,0.0,0.0,0.0,0.0,"66,822",0.379360713
2021,porter,Human infections,3.0,3.0,0.0,indiana,18127.0,41.47,-87.05,0.0,0.0,0.0,0.0,0.0,"174,243",1.26887743
2022,queens,Human infections and non-human activity,13.0,11.0,1.0,new york,36081.0,40.73,-73.75,,,,,,,
2016,williamson,Human infections and non-human activity,1.0,1.0,0.0,illinois,17199.0,37.73,-88.94,0.0,0.0,0.0,2.0,0.0,"67,454",1.042029883
2009,boulder,Human infections and non-human activity,12.0,1.0,0.0,colorado,8013.0,40.02,-105.25,0.0,0.0,0.0,0.0,0.0,293190,2.237085044
2020,delta,Human infections and non-human activity,15.0,8.0,1.0,colorado,8029.0,38.74,-108.07,0.0,0.0,0.0,0.0,0.0,"31,232",1.309156422
2019,lynn,Human infections,1.0,0.0,0.0,texas,48305.0,33.16,-101.79,,,,,,"5,951",-0.397904927
2023,polk,Human infections,2.0,1.0,0.0,minnesota,27119.0,47.77,-96.6,,,,,,,
2003,putnam,Non-human activity,,,,tennessee,47141.0,36.15,-85.5,4.0,0.0,4.0,0.0,1.0,64810,0.460733565
2021,lewis,Non-human activity,,,,new york,36049.0,43.78,-75.48,0.0,0.0,0.0,0.0,1.0,"26,573",0.246513621
2017,monroe,Human infections,2.0,1.0,0.0,mississippi,28095.0,33.82,-88.55,,,,,,"35,851",0.261322285
2004,webster,Human infections and non-human activity,1.0,1.0,0.0,nebraska,31181.0,40.08,-98.52,0.0,1.0,1.0,0.0,0.0,3949,-0.706006541
2011,berkeley,Human infections,1.0,1.0,0.0,west virginia,54003.0,39.46,-77.97,,,,,,"105,743",0.688504484
2002,hardy,Non-human activity,,,,west virginia,54031.0,39.06,-78.96,0.0,2.0,2.0,0.0,0.0,,
2005,cass,Human infections and non-human activity,12.0,0.0,2.0,north dakota,38017.0,46.93,-96.83,7.0,0.0,7.0,0.0,0.0,135181,0.470340792
2022,los angeles,Human infections and non-human activity,61.0,45.0,8.0,california,6037.0,33.97,-118.24,,,,,,,
2019,saginaw,Non-human activity,,,,michigan,26145.0,43.41,-83.94,1.0,0.0,1.0,0.0,0.0,"190,539",0.797926655
2004,boulder,Human infections and non-human activity,14.0,1.0,0.0,colorado,8013.0,40.02,-105.25,0.0,0.0,0.0,0.0,0.0,279728,2.237085044
2010,valley,Human infections,1.0,0.0,0.0,nebraska,31175.0,41.6,-98.92,0.0,0.0,0.0,0.0,0.0,4260,-1.0944019
2012,clay,Human infections,0.0,0.0,1.0,missouri,29047.0,39.24,-94.41,,,,,,"227,579",1.051479834
2004,st. landry,Human infections and non-human activity,4.0,3.0,1.0,louisiana,22097.0,30.5988511,-92.00585686,18.0,17.0,35.0,0.0,6.0,84487,0.319428777
2007,bureau,Human infections,1.0,1.0,0.0,illinois,17011.0,41.37,-89.46,,,,,,35153,0.932827329
2014,lancaster,Non-human activity,,,,south carolina,45057.0,34.72,-80.77,1.0,0.0,1.0,0.0,0.0,"83,429",0.362088544
2012,kings,Human infections and non-human activity,12.0,6.0,1.0,new york,36047.0,40.69,-73.99,0.0,0.0,0.0,55.0,0.0,"2,568,450",1.288741717
2020,schuylkill,Non-human activity,,,,pennsylvania,42107.0,40.67,-76.2,0.0,0.0,0.0,0.0,0.0,"142,777",1.004552809
2002,passaic,Non-human activity,,,,new jersey,34031.0,40.91,-74.16,25.0,0.0,25.0,0.0,0.0,,
2021,lafourche,Non-human activity,,,,louisiana,22057.0,29.50033224,-90.40259453,0.0,0.0,0.0,2.0,0.0,"97,504",0.219613386
2019,marion,Human infections and non-human activity,1.0,1.0,0.0,indiana,18097.0,39.77,-86.11,0.0,0.0,0.0,2.0,0.0,"964,582",1.183313065
2014,prince william,Non-human activity,,,,virginia,51153.0,38.79,-77.53,0.0,0.0,0.0,0.0,0.0,"443,782",1.067356853
2003,clinton,Non-human activity,,,,indiana,18023.0,40.28,-86.51,0.0,0.0,0.0,0.0,0.0,33383,0.113682165
2006,montour,Non-human activity,,,,pennsylvania,42093.0,40.96,-76.61,0.0,0.0,0.0,0.0,0.0,18114,0.86841487
2015,new castle,Human infections and non-human activity,3.0,0.0,3.0,delaware,10003.0,39.73,-75.54,1.0,1.0,2.0,0.0,0.0,"553,488",1.19610694
2004,wood,Human infections and non-human activity,2.0,2.0,0.0,wisconsin,55141.0,44.34,-89.73,2.0,0.0,2.0,0.0,0.0,75164,0.339513713
2005,howard,Non-human activity,,,,nebraska,31093.0,41.21,-98.45,1.0,1.0,2.0,0.0,0.0,6432,-0.553263813
2018,washtenaw,Human infections and non-human activity,1.0,1.0,0.0,michigan,26161.0,42.26,-83.85,2.0,1.0,3.0,0.0,0.0,"369,483",1.254625184
2012,chouteau,Human infections,2.0,1.0,0.0,montana,30015.0,47.98,-110.8,,,,,,"5,932",-0.760276896
2012,tehama,Human infections and non-human activity,4.0,1.0,0.0,california,6103.0,40.13,-122.43,4.0,1.0,5.0,0.0,0.0,"63,212",2.063416506
2007,sac,Human infections,1.0,0.0,0.0,iowa,19161.0,42.42,-94.99,,,,,,10532,-0.659998632
2014,sumter,Non-human activity,,,,florida,12119.0,28.66,-82.11,,,,,,"112,236",0.327844968
2015,new london,Non-human activity,,,,connecticut,9011.0,41.35,-72.1,0.0,0.0,0.0,0.0,0.0,"269,636",0.961699268
2010,o brien,Human infections,1.0,0.0,0.0,iowa,19141.0,43.08700641,-95.62672123,,,,,,14398,-0.692177262
2015,dane,Non-human activity,,,,wisconsin,55025.0,43.08,-89.38,1.0,0.0,1.0,0.0,0.0,"523,000",1.277254005
2007,blair,Non-human activity,,,,pennsylvania,42013.0,40.43,-78.39,0.0,0.0,0.0,0.0,0.0,127048,0.929647358
2003,rockbridge,Non-human activity,,,,virginia,51163.0,37.78,-79.44,12.0,3.0,15.0,0.0,0.0,21189,0.611321653
2012,dallam,Non-human activity,,,,texas,48111.0,36.06,-102.51,0.0,0.0,0.0,0.0,1.0,"7,059",-0.433950927
2007,ada,Human infections and non-human activity,20.0,2.0,0.0,idaho,16001.0,43.71,-116.18,0.0,0.0,0.0,1.0,1.0,375368,1.6018231
2017,garvin,Non-human activity,,,,oklahoma,40049.0,34.72,-97.22,0.0,0.0,0.0,0.0,2.0,"27,857",-0.260028604
2003,hamilton,Non-human activity,,,,illinois,17065.0,38.09,-88.53,,,,,,8431,-0.329858621
2004,arapahoe,Non-human activity,,,,colorado,8005.0,39.59,-105.01,0.0,0.0,0.0,0.0,1.0,518971,1.500268679
2018,yankton,Human infections,5.0,3.0,0.0,south dakota,46135.0,42.88,-97.39,,,,,,"22,759",-0.161417138
2017,chilton,Human infections and non-human activity,3.0,3.0,0.0,alabama,1021.0,32.84,-86.62,0.0,0.0,0.0,0.0,1.0,"44,120",-0.014394165
